"url","Title","GeneratedTitle","Description","Seller","Precio","Publicado_hace","CreatedDate","Visualizaciones","Dimension_terreno","Dimension_propiedad","Estacionamiento","Banos","Dormitorios","Antiguedad","pictures","videos","Tipo_de_inmueble","Tipo_de_operacion","Tipovendedor","Phone1","whatsApp","Operacion","Region","Zona","Ciudad","Provincia","Direccion","Superdestacado","postingId","postingCode","publisher","premier","URL","aviso_finalizado","currency","latitude","longitude"
"https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-granada-90495489.html","Departamento en Venta en Granada","Departamento · 113m² · 3 recámaras · 2 estacionamientos","Hermoso departamento en venta ubicado en la exclusiva zona de Granada, Miguel Hidalgo, Ciudad de México. Este moderno inmueble cuenta con una superficie total de 113 metros cuadrados y está en excelentes condiciones.<br>El departamento cuenta con dos amplias suites, ideales para brindar comodidad y privacidad a sus habitantes. Además, cuenta con dos baños completos y un lugar de estacionamiento techado.<br>La cocina integral está equipada con todo lo necesario para preparar deliciosas comidas. El desayunador es perfecto para disfrutar de un buen café por las mañanas.<br>El departamento también cuenta con una sala de estar, ideal para relajarse y disfrutar de momentos de tranquilidad. Además, tiene un cuarto de lavado para mayor comodidad.<br>Entre las amenidades del edificio, se encuentran un gimnasio, una cantina, una ludoteca, un salón de eventos, una sala de juntas y un business center. También hay juegos infantiles para los más pequeños y un hermoso jardín para disfrutar al aire libre.<br>La seguridad es una prioridad, ya que el edificio cuenta con vigilancia las 24 horas del día. Además, tiene acceso controlado y gas de red.<br>La ubicación es inmejorable, con fácil acceso a importantes vías de comunicación. El departamento se encuentra en el piso 14, en la sección A 4G del edificio.<br>No pierdas la oportunidad de adquirir este maravilloso departamento en Granada, Miguel Hidalgo, Ciudad de México. El precio de","******",8810000,319,"7/8/23",,"113 m²","113 m²",2,3,3,"A estrenar","[""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1441258993.jpg?isFirstImage=true"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011843.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011835.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1129595329.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1124337109.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011845.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011834.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011831.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011824.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1459315745.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011827.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1455912066.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011830.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011838.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011828.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011841.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011826.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1128795275.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011837.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011833.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1453881928.jpg"",""https://img10.naventcdn.com/avisos/18/00/90/49/54/89/1200x1200/1107011836.jpg"",""https://img10.naventcdn.com/avisos/resize/18/00/90/49/54/89/1200x1200/1460722240.jpg""]","[""https://www.youtube.com/watch?v=fHBV3QKWizs""]","Departamento","venta","Privado","52 ***570***225***","52 ***570***225***","venta","Granada","Granada","Miguel Hidalgo","Ciudad de México",,"simple","90495489","64a318053638bbc8f2701f2e","{""name"":""******"",""publisherId"":""51293796"",""publisherTypeId"":""2"",""url"":""https://www.inmuebles24.com/inmobiliarias/pulppo_51293796-inmuebles.html"",""urlLogo"":""https://img10.naventcdn.com/empresas/18/00/51/29/37/96/130x70/logo_pulppo_1660155760408.jpg""}",false,"https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-granada-90495489.html",false,,,
"https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-venta-en-la-condesa-141472910.html","Departamento Venta en La Condesa","Departamento · 112m² · 2 recámaras · 1 estacionamiento","Excelente departamento en venta, que cuenta con sala comedor, cocina, 2 recámaras, 2 baños, balcón de 10m2, 1 cajón de estacionamiento. <br>Cuenta con elevador. <br>Edificio con vigilancia. El precio de cierre en las compraventas, ya sea con recursos propios o crédito hipotecario de cualquier institución pública o privada, será determinado entre las partes (comprador y vendedor) y este precio en ningún momento incluye los gastos correspondientes al crédito o notariales, ya que estos serán determinados por las instituciones correspondientes una vez acordado el precio entre comprador y vendedor. <br>Este inmueble podrá ser adquirido mediante recursos propios o crédito hipotecario de cualquier institución pública o privada. <br>En cumplimiento de la NOM247, nuestra empresa pone a su disposición el área de atención a clientes donde con gusto le atenderemos: <button class='btn btn-link js-verDatos' href='#'>Ver datos</span> Así mismo lo invitamos a consultar nuestro aviso de privacidad en nuestra página","Rea*** Wo*** Op***",8500000,233,"10/2/23",,"112 m²","112 m²",1,2,2,"7","[""https://img10.naventcdn.com/avisos/18/01/41/47/29/10/1200x1200/1123611411.jpg""]",[],"Departamento","venta","Privado","52 ***555***421***","52 ***555***421***","venta","Condesa","Condesa","Cuauhtémoc","Ciudad de México","JUCHITAN ","destacado","141472910","38DV2820","{""name"":""Realty W***d O**s"",""publisherId"":""20519"",""publisherTypeId"":""2"",""url"":""https://www.inmuebles24.com/inmobiliarias/realty-world-opus_20519-inmuebles.html"",""urlLogo"":""https://img10.naventcdn.com/empresas/18/00/00/02/05/19/130x70/20519.jpg""}",false,"https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-venta-en-la-condesa-141472910.html",true,,,
"https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-casa-en-virreyes-64671059.html","Venta Casa en Virreyes","Casa · 271m² · 1 Recámara · 1 Estacionamiento","Hermosa Casa en virreyes. Calle muy tranquila. Casa llena de luz remodelada con. Espectacular cocina equipada. Area social con chimenea y salida al jardín. Una sola recámara con walking closet. Podria construirse una segunda recámara. Ideal soltero o pareja. Un estacionamiento y precioso jardín lleno de plantas que rodea todo la casa. Cuarto de servicio y área de lavado. Muy privada y cómoda. EasyBroker id: eb-lb6345",".do***hou***g.",18500000,1,"7/28/22",,"241 m²","271 m²",1,2,1,,"[""https://img10.naventcdn.com/avisos/18/00/64/67/10/59/1200x1200/326825285.jpg""]",[],"Casa","venta","Broker",,,"venta","Lomas de Chapultepec","Lomas de Chapultepec","Miguel Hidalgo","Ciudad de México","monte Everest","destacado","64671059","EB-LB6345","{""name"":"".do***hou***g."",""publisherId"":""51082868"",""publisherTypeId"":""2"",""url"":""https://www.inmuebles24.com/inmobiliarias/.domo-housing._51082868-inmuebles.html"",""urlLogo"":""https://img10.naventcdn.com/empresas/18/00/51/08/28/68/130x70/logo_.domo-housing._1673391468670.jpg""}",true,"https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-casa-en-virreyes-64671059.html",true,,,
"https://www.inmuebles24.com/propiedades/clasificado/veclccin-casa-en-venta-las-haciendas-ciudad-del-sol-queretaro-63444825.html","Casa en Venta Las Haciendas Ciudad del Sol Queretaro Rcv2202","Casa en condominio · 69m² · 3 Recámaras · 1 Estacionamiento","Sa - casa en preventa las haciendas ciudad del sol. cuenta con areas de sala, comedor, cocina, area de lavado, 3 recámaras, 1 baño Y medio. Area de lavado Y cochera para 1 auto. Se entrega sin equipamiento. La entrega es para el mes de agosto. Excelente para vivir O invertir, ya que cuenta con todos los servicios Y comercios en los alrededores. Las haciendas es un proyecto que se encuentra localizado en la zona poniente de querétaro. Con accesos por el libramiento surponiente Y por prolongación bernardo quintana. Cuenta con hermosas áreas verdes Y áreas infantiles. Con doble filtro de seguridad: A la entrada del proyecto Y al entrar al condominio. EasyBroker id: eb-js9465","Rem***ADN***",1370000,1,"2/28/22",,"67 m²","69 m²",1,2,3,"A estrenar","[""https://img10.naventcdn.com/avisos/18/00/63/44/48/25/1200x1200/329786557.jpg""]",[],"Casa en condominio","venta","Broker","52 ***426***253***","52 ***426***253***","venta","Fraccionamiento Ciudad del Sol","Fraccionamiento Ciudad del Sol","Querétaro","Querétaro","AV. DE LAS CANTERAS, LAS HACIENDAS","simple","63444825","EB-JS9465","{""name"":""Remax ***"",""publisherId"":""164447"",""publisherTypeId"":""2"",""url"":""https://www.inmuebles24.com/inmobiliarias/remax-adn_164447-inmuebles.html"",""urlLogo"":""https://img10.naventcdn.com/empresas/18/00/00/16/44/47/130x70/logo_remax-adn_1563989455278.jpg""}",false,"https://www.inmuebles24.com/propiedades/clasificado/veclccin-casa-en-venta-las-haciendas-ciudad-del-sol-queretaro-63444825.html",true,,,
"https://www.inmuebles24.com/propiedades/clasificado/vecltein-venta-de-terreno-residencial-en-yucatan-chuburna-142692903.html","Venta de Terreno Residencial en Yucatan Chuburna Puerto","Terreno / Lote · 160m²","Bienvenido a la oportunidad de construir tu sueño en Chuburna Puerto, Yucatán! Este terreno residencial ofrece una ubicación privilegiada en una de las zonas más exclusivas de la región. Con una superficie ideal para desarrollar la casa de tus sueños, este terreno está rodeado de belleza natural y la serenidad del entorno costero de Yucatán. Imagina despertar cada mañana con vistas al mar y disfrutar de la tranquilidad que solo Chuburna Puerto puede ofrecer. No pierdas la oportunidad de invertir en este destino turístico en crecimiento. ¡Contáctanos hoy mismo para más detalles y asegura tu lugar en este paraíso caribeño! <br>Enganche de 10% Apartado de $10,000.00 Financiamiento hasta 60 meses","GOL*** RO*** RE*********",356252,99,"2/13/24",,"160 m²",,,0,,"A estrenar","[""https://img10.naventcdn.com/avisos/18/01/42/69/29/03/1200x1200/1438074311.jpg""]",[],"Terreno / Lote","venta","Privado","52 ***993***774***","52 ***993***774***","venta","Pueblo Chuburna Puerto","Pueblo Chuburna Puerto","Progreso","Yucatán","Tablaje 4479 Sierra Papakal, 97357 Yucatán, Yuc.","simple","142692903","EB-KK8805","{""name"":""GOLDEN R***S R**L E****E"",""publisherId"":""50893572"",""publisherTypeId"":""2"",""url"":""https://www.inmuebles24.com/inmobiliarias/golden-roots-real-estate_50893572-inmuebles.html"",""urlLogo"":""https://img10.naventcdn.com/empresas/18/00/50/89/35/72/130x70/logo_golden-roots-real-estate_1593138893018.jpg""}",true,"https://www.inmuebles24.com/propiedades/clasificado/vecltein-venta-de-terreno-residencial-en-yucatan-chuburna-142692903.html",true,,,
"https://www.inmuebles24.com/propiedades/clasificado/veclcain-hermosa-casa-en-valle-dorado-invierte-en-remate-66467358.html","Hermosa Casa en Valle Dorado Invierte en Remate","Casa · 415m² · 5 Recámaras · 4 Estacionamientos","Gran oportunidad de invertir en tu propiedad, con descuento hasta del 60% de su valor comercial en las mejores zonas de la ciudad de México y sus alrededores. Nuestra inmobiliaria se compromete a entregarte tu propiedad en un lapso de 8 a 10 meses naturales. Solo se puede adquirir con recursos propios, por el cual no se aceptan créditos hipotecarios(infonavit Y fovissste) Somos una empresa que lleva 10 años de experiencia en el mercado, legalmente constituida y muy segura. Estaré encantado de ayudarte en este proceso de compra por el cual te invito a agendar una cita en nuestro corporativo para mas informes. Lic. Brayan Negrete(Asesor Comercial) Oficina: <span class='descripcionDatosAnunciante'><button class='btn btn-link js-verDatos' href='#'>Ver datos</button></span> Ext 222. Personal: <span class='descripcionDatosAnunciante'><button class='btn btn-link js-verDatos' href='#'>Ver datos</button></span>","MOC*** GR*** IN*********O",900000,237,"3/17/23",,"415 m²","415 m²",4,3,5,"13","[""https://img10.naventcdn.com/avisos/18/00/66/46/73/58/1200x1200/361783868.jpg""]",[],"Casa","venta","Broker","52 ***625***038***","52 ***625***038***","venta","Valle Dorado","Valle Dorado","Tlalnepantla de Baz","Edo. de México","Bulevar De Los Continentes 118","simple","66467358","EXT 222","{""name"":""MOCEDA G***O I**********O"",""publisherId"":""102175189"",""publisherTags"":""50000293"",""publisherTypeId"":""2"",""url"":""https://www.inmuebles24.com/inmobiliarias/moceda-grupo-inmobiliario_102175189-inmuebles.html"",""urlLogo"":""https://img10.naventcdn.com/empresas/18/01/02/17/51/89/130x70/logo_moceda-grupo-inmobiliario_1678494206791.jpg""}",false,"https://www.inmuebles24.com/propiedades/clasificado/veclcain-hermosa-casa-en-valle-dorado-invierte-en-remate-66467358.html",true,,,
"https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-en-renta-en-torre-mitt-mitras-centro-91068972.html","Departamento en Renta en Torre Mitt, Mitras Centro, Mty, N. L.","Departamento · 1 Recámara · 1 Estacionamiento","Mp Departamento en renta en torre Mitt, Mitras Centro, mty, N. L. <br /><br />Cuenta con: <br />Sala<br />Comedor<br />Cocina<br />1 cuarto<br />1 estancia<br />1 cajón de estacionamiento<br /><br />Amenidades: <br />Alberca<br />Salón de Eventos<br />Centro de Negocios<br />Área fit Exterior<br />Pet park<br />Gimnasio<br />Sports Bar<br />Grill Zone<br /><br />precio de renta: <br />$19, 000. 00 mxn<br /><br /><br />Para mayores informes de lunes a viernes de 8 am a 7 pm comunicarse al (81) <span class='descripcionDatosAnunciante'><button class='btn btn-link js-verDatos' href='#'>Ver datos</button></span> y fuera de ese horario comunicarse al &nbsp;<span class='descripcionDatosAnunciante'><button class='btn btn-link js-verDatos' href='#'>Ver datos</button></span>-16<br /><br /><br /><br />Perfect Place Inmuebles. Conectando clientes y propiedades ideales. <br />Certificación en comercialización Inmobiliaria Ec0110<br />¿Quieres encontrar el cliente ideal para tus propiedades? ¿Estás buscando tu casa ideal? Márcanos. ","PER***T P***E I*********",19000,65,"8/25/23",,,,1,1,1,"A estrenar","[""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579966.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579961.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579967.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579958.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579955.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579968.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579953.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579962.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579954.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579965.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579969.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579963.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579959.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579957.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579964.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1113579956.jpg"",""https://img10.naventcdn.com/avisos/18/00/91/06/89/72/1200x1200/1116523392.jpg""]",[],"Departamento","renta","Privado","52 ***121***716***","52 ***121***716***","renta","Mitras Centro","Mitras Centro","Monterrey","Nuevo León","Departamento EN Renta EN Torre Mitt, Mitras Centro, Mty, N.l.","destacado","91068972","MP PAP5403280","{""name"":""PERFECT P***E I*******S"",""publisherId"":""50854953"",""publisherTypeId"":""2"",""url"":""https://www.inmuebles24.com/inmobiliarias/perfect-place-inmuebles_50854953-inmuebles.html"",""urlLogo"":""https://img10.naventcdn.com/css/img/placeholder-img.png""}",false,"https://www.inmuebles24.com/propiedades/clasificado/alclapin-departamento-en-renta-en-torre-mitt-mitras-centro-91068972.html",false,,,
"https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-preventa-en-highland-bosque-real-142936553.html","Casa en Preventa en Highland, Bosque Real","Casa · 470m² · 4 recámaras · 4 estacionamientos","CASA EN PREVENTA HIGHLAND - BOSQUE REAL                    <br />3 nivelesMetros terreno: 418mMetros construcción: 470m&nbsp;Metros roof top: 180mMetros terraza y jardín: 164mRecámaras: 4Baños: 4.5Lugares de estacionamiento: 4Cuenta con cocina, sala, comedor, family, bar, área de lavado y cuarto de servicio&nbsp;En la parte exterior terraza con comedor, sala y amplio jardínEn la parte superior de la casa roof top y terraza<br /><br />*Acabados de lujo, doble caseta de vigilancia, entrega en Agosto 2024, plan de financiamiento","MX ***NES***ICE***",17900000,1,"3/7/24",,"418 m²","470 m²",4,5,4,"A estrenar","[""https://img10.naventcdn.com/avisos/18/01/42/93/65/53/1200x1200/1445374581.jpg?isFirstImage=true"",""https://img10.naventcdn.com/avisos/18/01/42/93/65/53/1200x1200/1445374626.jpg"",""https://img10.naventcdn.com/avisos/18/01/42/93/65/53/1200x1200/1445375368.jpg"",""https://img10.naventcdn.com/avisos/18/01/42/93/65/53/1200x1200/1445374538.jpg"",""https://img10.naventcdn.com/avisos/18/01/42/93/65/53/1200x1200/1445374860.jpg"",""https://img10.naventcdn.com/avisos/18/01/42/93/65/53/1200x1200/1445374737.jpg"",""https://img10.naventcdn.com/avisos/18/01/42/93/65/53/1200x1200/1445374621.jpg"",""https://img10.naventcdn.com/avisos/18/01/42/93/65/53/1200x1200/1445374610.jpg"",""https://img10.naventcdn.com/avisos/18/01/42/93/65/53/1200x1200/1445374728.jpg"",""https://img10.naventcdn.com/avisos/18/01/42/93/65/53/1200x1200/1445374892.jpg"",""https://img10.naventcdn.com/avisos/18/01/42/93/65/53/1200x1200/1445374579.jpg""]",,"Casa","venta","Privado","52 ***948***0","52 ***948***0","venta","Bosque Real","Bosque Real","Huixquilucan","Edo. de México","Highland, Bosque Real","simple","142936553","MHO5588632","{""name"":""MX B****S R****S"",""publisherId"":""20323"",""publisherTypeId"":""2"",""url"":""https://www.inmuebles24.com/inmobiliarias/mx-bienes-raices_20323-inmuebles.html"",""urlLogo"":""https://img10.naventcdn.com/empresas/18/00/00/02/03/23/130x70/20323.jpg""}",false,"https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-preventa-en-highland-bosque-real-142936553.html",false,"MXN",,
"https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-casa-club-de-golf-vallescondido-142729831.html","Venta Casa Club de Golf Vallescondido","Casa · 1000m² · 3 recámaras · 4 estacionamientos","Casa en avenida del club para remodelara con tres recamaras cada una con su baño y vestidor, aré de TV en medio de las recamaras, amplia sala y comedor con chimenea y salida al jardín que es plano Cocina con antecomedor, estudio, y cuarto de juegos, garage techado, cuarto de servicio y área de lavado","Saf***ent***mob*********",18500000,96,"2/16/24",,"450 m²","1000 m²",4,4,3,"9","[""https://img10.naventcdn.com/avisos/18/01/42/72/98/31/1200x1200/1439268824.jpg""]",[],"Casa","venta","Privado","52 ***648***412***","52 ***648***412***","venta","Club de Golf Valle Escondido","Club de Golf Valle Escondido","Atizapán de Zaragoza","Edo. de México","DOCTOR JORGE JIMENEZ CANTU","simple","142729831","5Q68L1","{""name"":""Safe R**t I**********a"",""publisherId"":""50158521"",""publisherTypeId"":""2"",""url"":""https://www.inmuebles24.com/inmobiliarias/safe-rent-inmobiliaria_50158521-inmuebles.html"",""urlLogo"":""https://img10.naventcdn.com/empresas/18/00/50/15/85/21/130x70/logo_safe-rent-inmobiliaria_8.jpg""}",false,"https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-casa-club-de-golf-vallescondido-142729831.html",true,,,
"https://www.inmuebles24.com/propiedades/clasificado/alcltein-terreno-en-renta-a-1-cuadra-de-periferico-57481491.html","Terreno en Renta a 1 Cuadra de Periférico","Terreno / Lote · 2185m²","Terreno en renta A 1 cuadra de periférico. Este terreno está en una ubicación privilegiada, paralelo al periférico, por la zona Norte de Mérida en la colonia Santa María Chí. Es ideal para bodegas, fábricas o inversionistas. ¡listo para rentar! Superficie. Terreno: 2, 185 m2. Frente: 51 m. Lado 1: 44. 3 m. Lado 2: 42. 27 m. Fondo: 51 m. Cuenta con: Barda. Portón. Pozo profundo. 1 pequeña construcción en obra gris al interior (hecha hace 13 años) Precio de Renta: $ 22, 000. Requisitos: Mes de renta. Mes de depósito en garantía. Pago del convenio legal. Aval o doble deposito. 1 año de contrato. Para mayores informes con: Lic. Tania Briceño. <span class='descripcionDatosAnunciante'><button class='btn btn-link js-verDatos' href='#'>Ver datos</button></span>. Cel1: <span class='descripcionDatosAnunciante'><button class='btn btn-link js-verDatos' href='#'>Ver datos</button></span>. Cel2: <span class='descripcionDatosAnunciante'><button class='btn btn-link js-verDatos' href='#'>Ver datos</button></span>. Tel oficina: <span class='descripcionDatosAnunciante'><button class='btn btn-link js-verDatos' href='#'>Ver datos</button></span><span class='descripcionDatosAnunciante'><button class='btn btn-link js-verDatos' href='#'>Ver datos</button></span>","INM***LIA***  M******",22000,209,"11/15/19",,"2185 m²","2185 m²",,0,,"4","[""https://img10.naventcdn.com/avisos/18/00/57/48/14/91/1200x1200/146243783.jpg""]",[],"Terreno / Lote","renta","Privado","52 ***993***246***","52 ***993***246***","renta","Mérida","Mérida","Mérida","Yucatán","periferico","simple","57481491","R671T","{""name"":""INMOBILIARIA M****A"",""publisherId"":""22505"",""publisherTypeId"":""2"",""url"":""https://www.inmuebles24.com/inmobiliarias/inmobiliaria-merida_22505-inmuebles.html"",""urlLogo"":""https://img10.naventcdn.com/empresas/18/00/00/02/25/05/130x70/logo_inmobiliaria-merida_4.jpg""}",false,"https://www.inmuebles24.com/propiedades/clasificado/alcltein-terreno-en-renta-a-1-cuadra-de-periferico-57481491.html",true,,,
"https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-santa-cruz-atoyac-64450538.html","Departamento - Santa Cruz Atoyac","Departamento · 118m² · 3 Recámaras · 2 Estacionamientos","Departamento En Remate, Av. Popocatepetl Santa Cruz Atoyac Benito Juarez cdmx<br />solo de contado, no se aceptan créditos. Precios sujetos A cambio sin previo aviso&nbsp;<br />Somos la empresa líder en Remates Bancarios en México. &nbsp;<br />Contamos con convenios y contratos con los principales Bancos para vender sus inmuebles. &nbsp;<br />Tenemos la mejor opción para ti. &nbsp;<br />*Inmuebles en proceso jurídico. &nbsp;<br />*Inmuebles adjudicados. &nbsp;<br />*Inmuebles que ya recuperamos, con posesión legal y física (entrega inmediata). &nbsp;<br />Contrato a 6 meses. &nbsp;<br />informes. Cel. <span class='descripcionDatosAnunciante'><button class='btn btn-link js-verDatos' href='#'>Ver datos</button></span><br /><br /><br /><br />beatriz villarreal V. <br /><br /> <br /><br />Toda la información y gráficos publicados en este material son de carácter informativo e ilustrativo, por lo que deberán ser convalidados directamente por Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S. A. De C. V. Se libera a Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S. A. De C. V. , a sus empleados, directivos, accionistas, filiales y empresas de cualquier responsabilidad que pudiera generarse por la falta de convalidación de la información, renunciando a cualquier reclamación relacionada con lo anterior. ","GUT***BIE*** RA******",4691000,1,"7/1/22",,"118 m²","118 m²",2,2,3,"A estrenar","[""https://img10.naventcdn.com/avisos/18/00/64/45/05/38/1200x1200/322294606.jpg""]",[],"Departamento","venta","Broker","52 ***588***042***","52 ***588***042***","venta","Santa Cruz Atoyac","Santa Cruz Atoyac","Benito Juárez","Ciudad de México","Av Popocatepetl","simple","64450538","BE60314988-BVV","{""name"":""GUT***BIE*** RA******"",""publisherId"":""51266566"",""publisherTags"":""50000293"",""publisherTypeId"":""2"",""url"":""https://www.inmuebles24.com/inmobiliarias/gutza-bienes-raices_51266566-inmuebles.html"",""urlLogo"":""https://img10.naventcdn.com/empresas/18/00/51/26/65/66/130x70/logo_gutza-bienes-raices_1653082860604.jpg""}",false,"https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-santa-cruz-atoyac-64450538.html",true,,,
